absolute_path,svs_filename,binary_label,label,EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,drug_name,DOSE_LEVEL,DOSE,DOSE_UNIT,SACRIFICE_PERIOD,SINGLE_REPEAT_TYPE,ADMINISTRATION_ROUTE_TYPE,SPECIES,ANIMAL_AGE(week),ORGAN,FINDING_TYPE,TOPOGRAPHY_TYPE,GRADE_TYPE
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/amitriptyline/Liver/34289.svs,34289.svs,1,abnormal,368,16,4,amitriptyline,amitriptyline,High,150,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,,,P
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/enalapril/Liver/35498.svs,35498.svs,1,abnormal,423,3,1,enalapril,enalapril,Control,0,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Microgranuloma,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/carbon_tetrachloride/Liver/26129.svs,26129.svs,1,abnormal,66,19,3,carbon tetrachloride,carbon_tetrachloride,Middle,100,mg/kg,24 hr,Single,Gavage,Rat,6,Liver,"Degeneration, fatty",Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/coumarin/Liver/7741.svs,7741.svs,1,abnormal,196,15,5,coumarin,coumarin,High,150,mg/kg,9 hr,Single,Gavage,Rat,6,Liver,Increased mitosis | Single cell necrosis,Hepatocyte,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66786.svs,66786.svs,1,abnormal,708,14,3,3-methylcholanthrene,3-methylcholanthrene,High,100,mg/kg,6 hr,Single,Gavage,Rat,6,Liver,Single cell necrosis,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/benziodarone/Liver/44997.svs,44997.svs,1,abnormal,553,10,1,benziodarone,benziodarone,Middle,100,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy | Necrosis,Centrilobular | Subserosa,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/promethazine/Liver/48915.svs,48915.svs,1,abnormal,494,13,3,promethazine,promethazine,High,200,mg/kg,4 day,Repeat,Gavage,Rat,6,Liver,Ground glass appearance | Hypertrophy,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/furosemide/Liver/20048.svs,20048.svs,1,abnormal,392,12,2,furosemide,furosemide,Middle,100,mg/kg,24 hr,Single,Gavage,Rat,6,Liver,Necrosis,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58832.svs,58832.svs,1,abnormal,454,10,4,cycloheximide,cycloheximide,Middle,3,mg/kg,6 hr,Single,intravenous injection,Rat,6,Liver,Single cell necrosis,Hepatocyte,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/phorone/Liver/59450.svs,59450.svs,1,abnormal,456,14,2,phorone,phorone,High,400,mg/kg,6 hr,Single,intraperitoneal injection,Rat,6,Liver,"Change, eosinophilic | Inclusion body, intracytoplasmic | Increased mitosis | Vacuolization, cytoplasmic",Centrilobular | Hepatocyte | Midlobular,slight | minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/chloramphenicol/Liver/15803.svs,15803.svs,1,abnormal,324,12,3,chloramphenicol,chloramphenicol,Middle,300,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Hepatocyte,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/metformin/Liver/13326.svs,13326.svs,1,abnormal,265,3,2,metformin,metformin,Control,0,mg/kg,9 hr,Single,Gavage,Rat,6,Liver,Necrosis,Hepatocyte,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/dantrolene/Liver/43860.svs,43860.svs,1,abnormal,520,12,4,dantrolene,dantrolene,Middle,75,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/methimazole/Liver/49204.svs,49204.svs,1,abnormal,278,12,2,methimazole,methimazole,Middle,30,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/diltiazem/Liver/22174.svs,22174.svs,1,abnormal,413,15,2,diltiazem,diltiazem,High,800,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,"Hypertrophy | Vacuolization, cytoplasmic",Centrilobular | Hepatocyte,slight | minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ketoconazole/Liver/70500.svs,70500.svs,1,abnormal,231,16,3,ketoconazole,ketoconazole,High,100,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,"Hypertrophy | Vacuolization, cytoplasmic","Centrilobular | Bile duct, interlobular",slight | moderate
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/etoposide/Liver/45565.svs,45565.svs,1,abnormal,555,7,2,etoposide,etoposide,Low,3,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Microgranuloma,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/simvastatin/Liver/42476.svs,42476.svs,1,abnormal,516,9,2,simvastatin,simvastatin,Middle,120,mg/kg,4 day,Repeat,Gavage,Rat,6,Liver,Increased mitosis,Midlobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ethambutol/Liver/36473.svs,36473.svs,1,abnormal,391,15,3,ethambutol,ethambutol,High,1000,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,"Alteration, nuclear | Change, eosinophilic",Hepatocyte | Centrilobular,moderate
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/1%25_cholesterol_%2B_0.25%25_sodium_cholate/Liver/66153.svs,66153.svs,1,abnormal,698,5,4,1% cholesterol + 0.25% sodium cholate,1%25_cholesterol_%2B_0.25%25_sodium_cholate,High,9999,%,4 day,Repeat,Diet,Rat,6,Liver,"Degeneration, fatty | Increased mitosis",Peripheral | Hepatocyte,slight | moderate
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/60086.svs,60086.svs,1,abnormal,458,10,5,diethyl maleate,diethyl_maleate,Middle,240,mg/kg,6 hr,Single,intraperitoneal injection,Rat,6,Liver,Necrosis,Subserosa,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ethinylestradiol/Liver/33665.svs,33665.svs,1,abnormal,305,11,4,ethinylestradiol,ethinylestradiol,Middle,3,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,"Vacuolization, cytoplasmic",Hepatocyte,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ajmaline/Liver/42875.svs,42875.svs,1,abnormal,517,12,4,ajmaline,ajmaline,Middle,100,mg/kg,24 hr,Single,Gavage,Rat,6,Liver,Microgranuloma,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/phenytoin/Liver/31749.svs,31749.svs,1,abnormal,176,15,2,phenytoin,phenytoin,High,600,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Hepatocyte,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/fenofibrate/Liver/35054.svs,35054.svs,1,abnormal,434,11,4,fenofibrate,fenofibrate,Middle,100,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,"Degeneration, granular, eosinophilic",Hepatocyte,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/gemfibrozil/Liver/29984.svs,29984.svs,1,abnormal,184,16,4,gemfibrozil,gemfibrozil,High,300,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,"Degeneration, granular, eosinophilic",Hepatocyte,moderate
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63489.svs,63489.svs,1,abnormal,685,10,1,methylene dianiline,methylene_dianiline,Middle,100,mg/kg,6 hr,Single,Gavage,Rat,6,Liver,Cellular infiltration | Dilatation | Edema | Hemorrhage | Necrosis,Glisson's sheath | Lymphatic | Bile duct cell,minimal | slight | moderate
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ethanol/Liver/48070.svs,48070.svs,1,abnormal,589,14,2,ethanol,ethanol,High,4000,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Microgranuloma,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/phenylanthranilic_acid/Liver/50128.svs,50128.svs,1,abnormal,597,6,4,phenylanthranilic acid,phenylanthranilic_acid,Low,300,mg/kg,6 hr,Single,Gavage,Rat,6,Liver,"Change, eosinophilic",Hepatocyte,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/captopril/Liver/24630.svs,24630.svs,1,abnormal,420,6,4,captopril,captopril,Low,100,mg/kg,6 hr,Single,Gavage,Rat,6,Liver,Necrosis,Subserosa,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/glibenclamide/Liver/10533.svs,10533.svs,1,abnormal,235,2,3,glibenclamide,glibenclamide,Control,0,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,"Nodule, hepatodiaphragmatic",,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37777.svs,37777.svs,1,abnormal,432,15,2,papaverine,papaverine,High,400,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Ground glass appearance | Hypertrophy,Centrilobular,moderate | slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/diazepam/Liver/6551.svs,6551.svs,1,abnormal,159,16,4,diazepam,diazepam,High,250,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/thioacetamide/Liver/27646.svs,27646.svs,1,abnormal,116,12,5,thioacetamide,thioacetamide,Middle,15,mg/kg,24 hr,Single,Gavage,Rat,6,Liver,"Cellular infiltration | Change, eosinophilic | Single cell necrosis",Hepatocyte,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/gefitinib/Liver/67100.svs,67100.svs,1,abnormal,745,12,3,gefitinib,gefitinib,Middle,600,mg/kg,24 hr,Single,Gavage,Rat,6,Liver,"Lesion,NOS | Single cell necrosis",Hepatocyte,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/glibenclamide/Liver/10325.svs,10325.svs,1,abnormal,234,12,5,glibenclamide,glibenclamide,Middle,300,mg/kg,24 hr,Single,Gavage,Rat,6,Liver,Cellular infiltration | Microgranuloma,Portal,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/gemfibrozil/Liver/29977.svs,29977.svs,1,abnormal,184,15,5,gemfibrozil,gemfibrozil,High,300,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,"Degeneration, granular, eosinophilic",Hepatocyte,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/tannic_acid/Liver/23912.svs,23912.svs,1,abnormal,418,8,1,tannic acid,tannic_acid,Low,100,mg/kg,24 hr,Single,Gavage,Rat,6,Liver,Necrosis,Subserosa,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/methyldopa/Liver/13986.svs,13986.svs,1,abnormal,306,7,3,methyldopa,methyldopa,Low,60,mg/kg,9 hr,Single,Gavage,Rat,6,Liver,Necrosis,Hepatocyte,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/iproniazid/Liver/34460.svs,34460.svs,1,abnormal,319,15,5,iproniazid,iproniazid,High,60,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,"Deposit, pigment | Hematopoiesis, extramedullary | Phagocytosis",Kupffer cell | Sinusoid,moderate | slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/gemfibrozil/Liver/29949.svs,29949.svs,1,abnormal,184,13,1,gemfibrozil,gemfibrozil,High,300,mg/kg,4 day,Repeat,Gavage,Rat,6,Liver,Increased mitosis,Hepatocyte,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/tannic_acid/Liver/23977.svs,23977.svs,1,abnormal,418,14,4,tannic acid,tannic_acid,High,1000,mg/kg,6 hr,Single,Gavage,Rat,6,Liver,Necrosis,Subserosa,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/cyclosporine_A/Liver/54357.svs,54357.svs,1,abnormal,604,15,4,cyclosporine A,cyclosporine_A,High,300,mg/kg,9 hr,Single,Gavage,Rat,6,Liver,"Change, acidophilic",Hepatocyte,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66524.svs,66524.svs,1,abnormal,708,5,2,3-methylcholanthrene,3-methylcholanthrene,Low,10,mg/kg,3 hr,Single,Gavage,Rat,6,Liver,Increased mitosis | Single cell necrosis,Hepatocyte | Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/bendazac/Liver/44376.svs,44376.svs,1,abnormal,551,6,5,bendazac,bendazac,Low,30,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Cellular infiltration,Periductular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/fluoxetine_hydrochloride/Liver/63082.svs,63082.svs,1,abnormal,683,4,1,fluoxetine hydrochloride,fluoxetine_hydrochloride,Control,0,mg/kg,24 hr,Single,Gavage,Rat,6,Liver,Necrosis,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ethambutol/Liver/36206.svs,36206.svs,1,abnormal,391,7,2,ethambutol,ethambutol,Low,100,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Ground glass appearance,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/cyclophosphamide/Liver/31426.svs,31426.svs,1,abnormal,172,5,4,cyclophosphamide,cyclophosphamide,Low,2,mg/kg,4 day,Repeat,Gavage,Rat,6,Liver,Microgranuloma,,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ethanol/Liver/48079.svs,48079.svs,1,abnormal,589,16,1,ethanol,ethanol,High,4000,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Microgranuloma,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/captopril/Liver/25017.svs,25017.svs,1,abnormal,421,10,3,captopril,captopril,Middle,300,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Necrosis,Subserosa,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/vitamin_A/Liver/15687.svs,15687.svs,1,abnormal,282,14,3,vitamin A,vitamin_A,High,100,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,"Hypertrophy | Vacuolization, cytoplasmic",Ito cell,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/cyclophosphamide/Liver/31335.svs,31335.svs,1,abnormal,172,2,5,cyclophosphamide,cyclophosphamide,Control,0,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Microgranuloma,,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/omeprazole/Liver/4904.svs,4904.svs,1,abnormal,123,15,5,omeprazole,omeprazole,High,1000,mg/kg,9 hr,Single,Gavage,Rat,6,Liver,"Change, eosinophilic",Periportal,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ketoconazole/Liver/71327.svs,71327.svs,1,abnormal,231,12,4,ketoconazole,ketoconazole,Middle,30,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,"Vacuolization, cytoplasmic","Bile duct, interlobular",slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63553.svs,63553.svs,1,abnormal,685,13,2,methylene dianiline,methylene_dianiline,High,300,mg/kg,3 hr,Single,Gavage,Rat,6,Liver,Cellular infiltration | Dilatation | Edema | Hemorrhage | Necrosis,Glisson's sheath | Lymphatic | Bile duct cell,minimal | slight | moderate
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/benzbromarone/Liver/6095.svs,6095.svs,1,abnormal,155,15,4,benzbromarone,benzbromarone,High,200,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Ground glass appearance | Hypertrophy,Centrilobular,slight | moderate
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/amitriptyline/Liver/18959.svs,18959.svs,1,abnormal,367,1,1,amitriptyline,amitriptyline,Control,0,mg/kg,3 hr,Single,Gavage,Rat,6,Liver,Granuloma,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/disulfiram/Liver/47920.svs,47920.svs,1,abnormal,492,15,5,disulfiram,disulfiram,High,600,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/disulfiram/Liver/47811.svs,47811.svs,1,abnormal,492,11,1,disulfiram,disulfiram,Middle,200,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11906.svs,11906.svs,1,abnormal,292,4,3,flutamide,flutamide,Control,0,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Microgranuloma,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/simvastatin/Liver/42508.svs,42508.svs,1,abnormal,516,11,5,simvastatin,simvastatin,Middle,120,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,"Change, basophilic | Microgranuloma",Periportal,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/acetaminophen/Liver/28154.svs,28154.svs,1,abnormal,42,17,3,acetaminophen,acetaminophen,High,1000,mg/kg,4 day,Repeat,Gavage,Rat,6,Liver,"Cellular infiltration | Change, eosinophilic | Increased mitosis | Necrosis",Centrilobular,slight | minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/terbinafine/Liver/44253.svs,44253.svs,1,abnormal,534,15,4,terbinafine,terbinafine,High,750,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/1%25_cholesterol_%2B_0.25%25_sodium_cholate/Liver/66063.svs,66063.svs,1,abnormal,698,1,1,1% cholesterol + 0.25% sodium cholate,1%25_cholesterol_%2B_0.25%25_sodium_cholate,Control,0,mg/kg,4 day,Repeat,Diet,Rat,6,Liver,"Deposit, glycogen",Peripheral,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/clofibrate/Liver/25057.svs,25057.svs,1,abnormal,99,12,5,clofibrate,clofibrate,Middle,100,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,"Degeneration, granular, eosinophilic | Swelling",Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/methylene_dianiline/Liver/63513.svs,63513.svs,1,abnormal,685,11,2,methylene dianiline,methylene_dianiline,Middle,100,mg/kg,9 hr,Single,Gavage,Rat,6,Liver,Cellular infiltration | Dilatation | Edema | Hemorrhage | Necrosis,Glisson's sheath | Lymphatic | Bile duct cell,minimal | slight | moderate
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11945.svs,11945.svs,1,abnormal,292,12,3,flutamide,flutamide,Middle,50,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/hexachlorobenzene/Liver/6299.svs,6299.svs,1,abnormal,157,8,3,hexachlorobenzene,hexachlorobenzene,Low,30,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Ground glass appearance | Hypertrophy,Centrilobular,moderate
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/fenofibrate/Liver/20368.svs,20368.svs,1,abnormal,394,16,3,fenofibrate,fenofibrate,High,1000,mg/kg,24 hr,Single,Gavage,Rat,6,Liver,Increased mitosis,Hepatocyte,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ethionamide/Liver/46015.svs,46015.svs,1,abnormal,584,5,5,ethionamide,ethionamide,Low,100,mg/kg,3 hr,Single,Gavage,Rat,6,Liver,Single cell necrosis,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/nitrofurazone/Liver/16127.svs,16127.svs,1,abnormal,325,10,3,nitrofurazone,nitrofurazone,Middle,100,mg/kg,6 hr,Single,Gavage,Rat,6,Liver,Necrosis,Hepatocyte,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/coumarin/Liver/29037.svs,29037.svs,1,abnormal,197,14,2,coumarin,coumarin,High,150,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,"Inclusion body, intracytoplasmic",Hepatocyte,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/fluoxetine_hydrochloride/Liver/63426.svs,63426.svs,1,abnormal,684,16,4,fluoxetine hydrochloride,fluoxetine_hydrochloride,High,30,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Hepatocyte,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ethionine/Liver/27829.svs,27829.svs,1,abnormal,126,11,2,ethionine,ethionine,Middle,80,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,"Alteration, cytoplasmic",,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61469.svs,61469.svs,1,abnormal,630,9,4,aspirin,aspirin,Middle,1000,mg/kg,3 hr,Single,Gavage,Rat,6,Liver,Swelling,Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/flutamide/Liver/11961.svs,11961.svs,1,abnormal,292,16,1,flutamide,flutamide,High,150,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy | Microgranuloma,Centrilobular,moderate | minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/clofibrate/Liver/25050.svs,25050.svs,1,abnormal,99,12,2,clofibrate,clofibrate,Middle,100,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Swelling,Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/vitamin_A/Liver/15583.svs,15583.svs,1,abnormal,282,11,2,vitamin A,vitamin_A,Middle,30,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,"Hypertrophy | Vacuolization, cytoplasmic",Ito cell,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59404.svs,59404.svs,1,abnormal,447,12,4,galactosamine,galactosamine,Middle,300,mg/kg,24 hr,Single,intraperitoneal injection,Rat,6,Liver,Cellular infiltration | Degeneration | Single cell necrosis,Hepatocyte,minimal | slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/naphthyl_isothiocyanate/Liver/61267.svs,61267.svs,1,abnormal,626,12,2,naphthyl isothiocyanate,naphthyl_isothiocyanate,Middle,50,mg/kg,24 hr,Single,Gavage,Rat,6,Liver,Cellular infiltration | Edema | Necrosis,Portal triad | Bile duct,slight | minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/bromoethylamine/Liver/53267.svs,53267.svs,1,abnormal,579,16,3,bromoethylamine,bromoethylamine,High,20,mg/kg,29 day,Repeat,intravenous injection,Rat,6,Liver,"Deposit, glycogen",Peripheral,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/acetamidofluorene/Liver/51938.svs,51938.svs,1,abnormal,569,11,5,acetamidofluorene,acetamidofluorene,Middle,100,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,"Proliferation, bile duct | Proliferation, oval cell | Swelling",Periportal | Centrilobular,slight | severe
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/bendazac/Liver/44101.svs,44101.svs,1,abnormal,550,5,1,bendazac,bendazac,Low,100,mg/kg,3 hr,Single,Gavage,Rat,6,Liver,Mineralization,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35370.svs,35370.svs,1,abnormal,436,11,3,chlorpropamide,chlorpropamide,Middle,100,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/simvastatin/Liver/42457.svs,42457.svs,1,abnormal,516,7,5,simvastatin,simvastatin,Low,40,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,"Change, basophilic | Increased mitosis",Periportal | Midlobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/colchicine/Liver/41747.svs,41747.svs,1,abnormal,502,6,2,colchicine,colchicine,Low,1,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Necrosis,,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/sulfasalazine/Liver/30747.svs,30747.svs,1,abnormal,211,10,1,sulfasalazine,sulfasalazine,Middle,300,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,Swelling,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/3-methylcholanthrene/Liver/66518.svs,66518.svs,1,abnormal,708,5,1,3-methylcholanthrene,3-methylcholanthrene,Low,10,mg/kg,3 hr,Single,Gavage,Rat,6,Liver,Increased mitosis,Hepatocyte,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/omeprazole/Liver/27483.svs,27483.svs,1,abnormal,124,15,5,omeprazole,omeprazole,High,1000,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,moderate
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/imipramine/Liver/33947.svs,33947.svs,1,abnormal,366,14,5,imipramine,imipramine,High,100,mg/kg,8 day,Repeat,Gavage,Rat,6,Liver,"Vacuolization, cytoplasmic",Hepatocyte,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/acetamidofluorene/Liver/51492.svs,51492.svs,1,abnormal,568,7,5,acetamidofluorene,acetamidofluorene,Low,100,mg/kg,9 hr,Single,Gavage,Rat,6,Liver,Swelling,Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/methapyrilene/Liver/46924.svs,46924.svs,1,abnormal,174,13,4,methapyrilene,methapyrilene,High,100,mg/kg,4 day,Repeat,Gavage,Rat,6,Liver,"Anisonucleosis | Cellular infiltration, mononuclear cell | Hypertrophy | Increased mitosis | Proliferation, bile duct | Single cell necrosis",Hepatocyte | Periportal | Interlobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/ticlopidine/Liver/53381.svs,53381.svs,1,abnormal,573,9,4,ticlopidine,ticlopidine,Middle,100,mg/kg,4 day,Repeat,Gavage,Rat,6,Liver,Hypertrophy,Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/carbamazepine/Liver/28674.svs,28674.svs,1,abnormal,147,3,2,carbamazepine,carbamazepine,Control,0,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Necrosis,,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/aspirin/Liver/61518.svs,61518.svs,1,abnormal,630,14,5,aspirin,aspirin,High,2000,mg/kg,6 hr,Single,Gavage,Rat,6,Liver,Swelling,Centrilobular,slight
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/tamoxifen/Liver/33387.svs,33387.svs,1,abnormal,297,16,1,tamoxifen,tamoxifen,High,60,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,"Change, eosinophilic",Centrilobular,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/benziodarone/Liver/44980.svs,44980.svs,1,abnormal,553,8,4,benziodarone,benziodarone,Low,30,mg/kg,29 day,Repeat,Gavage,Rat,6,Liver,Microgranuloma,,minimal
/mnt/e/spass/open-tggates-pathological-images/LATEST/images/valproic_acid/Liver/3464.svs,3464.svs,1,abnormal,91,15,3,valproic acid,valproic_acid,High,450,mg/kg,15 day,Repeat,Gavage,Rat,6,Liver,Microgranuloma,,minimal
